TRACK,STRATA
3097,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_fdc_cw)+auf(cwh_vm_2_fdc_cw)+oper(Operable)+ct(Y)+aux(70)+hasnatcurve(Y)
3096,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_vm_2_fdc_cw)+auf(cwh_vm_2_fdc_cw)+oper(Operable)+ct(Y)+aux(70)+hasnatcurve(Y)
3098,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(Y)+aux(148)+hasnatcurve(Y):R
3099,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(Y)+aux(148)+hasnatcurve(Y)
3100,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(Y)+aux(148)+hasnatcurve(Y)
3101,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(Y)+aux(148)+hasnatcurve(Y)
3102,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(202)+hasnatcurve(Y):R
3103,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(202)+hasnatcurve(Y)
3104,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(202)+hasnatcurve(Y)
3105,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(202)+hasnatcurve(Y)
3106,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(320)+hasnatcurve(Y):R
3107,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(320)+hasnatcurve(Y)
3108,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(320)+hasnatcurve(Y)
3109,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(320)+hasnatcurve(Y)
3110,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(920)+hasnatcurve(Y):R
3111,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(920)+hasnatcurve(Y)
3112,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(920)+hasnatcurve(Y)
3114,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(920)+hasnatcurve(Y)
3113,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(920)+hasnatcurve(Y)
3115,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(932)+hasnatcurve(Y):R
3116,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(932)+hasnatcurve(Y)
3117,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(932)+hasnatcurve(Y)
3118,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(932)+hasnatcurve(Y)
3119,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(50)+hasnatcurve(Y):R
3120,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(50)+hasnatcurve(Y)
3121,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(50)+hasnatcurve(Y)
3122,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(50)+hasnatcurve(Y)
3123,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(N)+aux(52)+hasnatcurve(Y):R
3124,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(N)+aux(52)+hasnatcurve(Y)
3125,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_hw_fdc)+auf(cwh_vm_2_hw_fdc)+oper(Operable)+ct(N)+aux(52)+hasnatcurve(Y)
3126,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(449)+hasnatcurve(Y):R
3127,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(449)+hasnatcurve(Y)
3128,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(449)+hasnatcurve(Y)
3130,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(449)+hasnatcurve(Y)
3129,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(449)+hasnatcurve(Y)
3131,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(34)+hasnatcurve(Y):R
3132,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(34)+hasnatcurve(Y)
3133,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(34)+hasnatcurve(Y)
3134,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(34)+hasnatcurve(Y)
3135,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(919)+hasnatcurve(Y):R
3136,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(919)+hasnatcurve(Y)
3137,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(919)+hasnatcurve(Y)
3139,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(919)+hasnatcurve(Y)
3138,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(919)+hasnatcurve(Y)
3140,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(72)+hasnatcurve(Y):R
3141,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(72)+hasnatcurve(Y)
3142,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(72)+hasnatcurve(Y)
3143,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_cw_fdc)+auf(cwh_dm_x_cw_fdc)+oper(Operable)+ct(Y)+aux(72)+hasnatcurve(Y)
3144,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_dr)+auf(cwh_dm_x_fdc_dr)+oper(Operable)+ct(Y)+aux(989)+hasnatcurve(N):R
3145,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_dr)+auf(cwh_dm_x_fdc_dr)+oper(Operable)+ct(Y)+aux(989)+hasnatcurve(N)
3146,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_dr)+auf(cwh_dm_x_fdc_dr)+oper(Operable)+ct(Y)+aux(989)+hasnatcurve(N)
3147,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_dr)+auf(cwh_dm_x_fdc_dr)+oper(Operable)+ct(Y)+aux(989)+hasnatcurve(N)
3148,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(118)+hasnatcurve(Y):R
3149,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(118)+hasnatcurve(Y)
3150,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(118)+hasnatcurve(Y)
3151,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(112)+hasnatcurve(Y):R
3152,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(112)+hasnatcurve(Y)
3153,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(112)+hasnatcurve(Y)
3154,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(1059)+hasnatcurve(Y):R
3155,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(1059)+hasnatcurve(Y)
3156,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(1059)+hasnatcurve(Y)
3157,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(1059)+hasnatcurve(Y)
3158,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(182)+hasnatcurve(Y):R
3159,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(182)+hasnatcurve(Y)
3160,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(182)+hasnatcurve(Y)
3161,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_cw_hw)+auf(cwh_vm_2_cw_hw)+oper(Operable)+ct(Y)+aux(182)+hasnatcurve(Y)
3162,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(486)+hasnatcurve(Y):R
3163,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(486)+hasnatcurve(Y)
3164,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(486)+hasnatcurve(Y)
3165,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(486)+hasnatcurve(Y)
3166,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(487)+hasnatcurve(Y):R
3167,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(487)+hasnatcurve(Y)
3168,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(487)+hasnatcurve(Y)
3169,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(487)+hasnatcurve(Y)
3170,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(N)+aux(658)+hasnatcurve(Y):R
3171,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(N)+aux(658)+hasnatcurve(Y)
3172,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(N)+aux(658)+hasnatcurve(Y)
3173,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Reserve)+ct(N)+aux(1004)+hasnatcurve(Y)
3174,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(354)+hasnatcurve(Y):R
3175,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(354)+hasnatcurve(Y)
3176,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(354)+hasnatcurve(Y)
3178,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(354)+hasnatcurve(Y)
3177,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(354)+hasnatcurve(Y)
3179,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_vm_2_fdc_cw)+auf(cwh_vm_2_fdc_cw)+oper(Low Operability)+ct(N)+aux(530)+hasnatcurve(Y):R
3180,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_vm_2_fdc_cw)+auf(cwh_vm_2_fdc_cw)+oper(Low Operability)+ct(N)+aux(530)+hasnatcurve(Y)
3181,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_fdc_cw)+auf(cwh_vm_2_fdc_cw)+oper(Low Operability)+ct(N)+aux(530)+hasnatcurve(Y)
3182,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(474)+hasnatcurve(Y):R
3183,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(474)+hasnatcurve(Y)
3184,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(474)+hasnatcurve(Y)
3185,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(474)+hasnatcurve(Y)
3186,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(541)+hasnatcurve(Y):R
3187,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(541)+hasnatcurve(Y)
3188,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(541)+hasnatcurve(Y)
3189,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_cw)+auf(cwh_dm_x_hw_cw)+oper(Operable)+ct(Y)+aux(541)+hasnatcurve(Y)
3190,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Low Operability)+ct(N)+aux(651)+hasnatcurve(Y):R
3191,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Low Operability)+ct(N)+aux(651)+hasnatcurve(Y)
3192,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Low Operability)+ct(N)+aux(651)+hasnatcurve(Y)
3193,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(728)+hasnatcurve(Y):R
3194,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(728)+hasnatcurve(Y)
3195,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(728)+hasnatcurve(Y)
3196,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_hw_fdc)+auf(cwh_dm_x_hw_fdc)+oper(Operable)+ct(Y)+aux(728)+hasnatcurve(Y)
3197,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(839)+hasnatcurve(Y):R
3198,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(839)+hasnatcurve(Y)
3199,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(839)+hasnatcurve(Y)
3201,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(839)+hasnatcurve(Y)
3200,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(839)+hasnatcurve(Y)
3202,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(870)+hasnatcurve(Y):R
3203,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(870)+hasnatcurve(Y)
3204,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(870)+hasnatcurve(Y)
3206,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(870)+hasnatcurve(Y)
3205,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(Y)+aux(870)+hasnatcurve(Y)
3207,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_fdc)+auf(cwh_vm_2_cw_fdc)+oper(Operable)+ct(Y)+aux(391)+hasnatcurve(N):R
3208,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_cw_fdc)+auf(cwh_vm_2_cw_fdc)+oper(Operable)+ct(Y)+aux(391)+hasnatcurve(N)
3209,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_cw_fdc)+auf(cwh_vm_2_cw_fdc)+oper(Operable)+ct(Y)+aux(391)+hasnatcurve(N)
3210,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_vm_2_cw_fdc)+auf(cwh_vm_2_cw_fdc)+oper(Operable)+ct(Y)+aux(391)+hasnatcurve(N)
3211,1.0 x 0+treatment()+status(N)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(1061)+hasnatcurve(Y):R
3212,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(EN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(1061)+hasnatcurve(Y)
3213,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(1061)+hasnatcurve(Y)
3215,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(THN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(1061)+hasnatcurve(Y)
3214,1.0 x 0+treatment()+status(C)+origin(natural)+statecode(THN)+au(cwh_dm_x_fdc_cw)+auf(cwh_dm_x_fdc_cw)+oper(Operable)+ct(Y)+aux(1061)+hasnatcurve(Y)
3216,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(85)+hasnatcurve(Y):R
3217,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(85)+hasnatcurve(Y)
3218,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(85)+hasnatcurve(Y)
3219,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(107)+hasnatcurve(Y):R
3220,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(107)+hasnatcurve(Y)
3221,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_dm_x_fdc_hw)+auf(cwh_dm_x_fdc_hw)+oper(Operable)+ct(N)+aux(107)+hasnatcurve(Y)
3222,1.0 x 0+treatment()+status(N)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(515)+hasnatcurve(Y):R
3223,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(EM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(515)+hasnatcurve(Y)
3224,1.0 x 0+treatment()+status(C)+origin(treated)+statecode(FM)+au(cwh_vm_2_fdc_hw)+auf(cwh_vm_2_fdc_hw)+oper(Operable)+ct(Y)+aux(515)+hasnatcurve(Y)
